요일,호선,역명,06시 이전,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,24시 이후
수요일,2호선,왕십리(성동구청),282,664,1535,2918,1822,1210,1179,1322,1392,1388,1565,1966,2546,3512,2111,1584,1642,1599,921,322
수요일,2호선,용답,104,175,421,738,450,296,253,298,300,272,314,406,481,632,388,264,287,260,135,63
수요일,2호선,용두(동대문구청),56,108,342,618,328,254,262,259,293,301,333,331,385,550,318,189,177,122,68,28
수요일,2호선,을지로3가,123,890,3275,7949,3662,2050,1883,1774,1968,2060,2200,2638,5032,7288,3112,2224,2211,1842,1017,231
수요일,2호선,을지로4가,80,626,1705,3664,2012,1432,1504,1428,1473,1504,1571,1803,3063,3378,1559,980,890,685,366,107
수요일,2호선,을지로입구,195,1323,5894,15208,7573,4325,3875,3733,4245,4251,4716,5419,9375,13970,6501,5565,4099,3266,1415,310
수요일,2호선,이대,159,612,1770,3368,2662,1930,1640,1978,2059,1752,2088,2244,3113,3528,2232,1673,1722,1518,795,233
수요일,2호선,잠실(송파구청),667,3238,8256,14079,10953,7236,6763,6807,7191,7564,8636,10059,13697,18059,11712,9323,8421,6614,2634,596
수요일,2호선,잠실나루,247,1218,2524,3563,2230,1709,1551,1584,1547,1562,1712,2103,2585,2841,1733,1130,1014,858,433,146
수요일,2호선,잠실새내,254,1038,3161,4556,3182,2149,2014,2194,2241,2283,2619,3043,3828,5025,3454,2351,2210,2076,1097,337
수요일,2호선,종합운동장,95,580,1329,1981,1149,837,728,930,1034,1090,1085,1571,3459,3475,1287,936,2809,2252,380,102
수요일,2호선,충정로(경기대입구),158,506,1688,3519,1713,873,821,812,904,854,884,1090,1922,2821,1176,818,790,616,337,112
수요일,2호선,한양대,60,337,700,2766,2238,2032,1111,1836,1539,1547,1499,1828,2461,2303,1129,882,930,732,452,131
수요일,2호선,합정,406,1141,2968,6017,4606,2699,2469,2638,2929,2894,3065,3675,5406,8431,5413,3592,3610,3243,1753,543
수요일,2호선,홍대입구,861,1652,3953,7498,7418,5551,6066,6819,7660,7656,8482,9820,12177,15255,11336,8779,8984,8290,4361,1139
수요일,3호선,가락시장,142,513,1349,2015,1182,891,862,884,876,914,1053,1136,1509,2129,1151,783,686,587,266,91
수요일,3호선,경복궁(정부서울청사),149,775,2244,6430,4325,2996,2978,2952,3214,3147,3339,3765,4672,5930,2653,1997,1844,1294,531,110
수요일,3호선,경찰병원,121,448,1374,2270,1222,757,635,637,702,678,740,754,1240,1749,995,625,539,456,222,73
수요일,3호선,고속터미널,325,1370,2645,4360,5003,5018,5474,5607,5781,6288,6975,7145,8066,8262,5938,5382,3478,2308,895,178
수요일,3호선,교대(법원.검찰청),90,438,1234,2689,2076,1255,1161,1181,1394,1510,1573,1705,2697,3646,1685,1342,1338,1087,437,100
수요일,3호선,구파발,526,1795,4419,4464,2678,2058,1913,2013,2006,2047,2276,2681,3140,4138,3158,1925,1728,1470,788,368
수요일,3호선,금호,184,492,1289,1892,1112,747,669,697,719,706,797,917,1192,1601,1125,767,645,577,292,100
수요일,3호선,남부터미널(예술의전당),172,1350,3821,8246,4690,2889,2509,2520,2780,2848,3076,3755,5949,7592,3604,2388,2184,1706,664,157
수요일,3호선,녹번,386,1159,3253,3819,2027,1271,1124,1169,1135,1123,1268,1545,1995,3235,2356,1434,1261,1081,582,178
수요일,3호선,대청,190,742,2055,2687,1345,923,831,849,923,906,1211,1246,1783,2303,1394,956,843,792,372,135
수요일,3호선,대치,137,791,1916,2260,1401,1051,944,1082,1171,1174,1388,1618,2161,2321,1543,1014,1091,1566,370,110
수요일,3호선,도곡,55,317,1060,1406,1019,586,536,517,529,565,639,758,1050,1191,745,474,438,358,153,94
수요일,3호선,독립문,225,466,1216,1631,1154,1010,891,926,914,900,1040,1034,1179,1302,838,591,506,405,210,96
수요일,3호선,동대입구,103,424,800,2592,1654,1641,1183,1134,1416,1204,1223,1430,2154,2683,1151,1086,1122,811,269,68
수요일,3호선,매봉,90,615,1802,4083,1931,1148,1060,990,1048,1076,1251,1404,2351,3552,1458,963,972,716,282,79
수요일,3호선,무악재,91,274,832,1054,597,416,378,385,386,384,434,522,669,941,695,429,375,316,203,67
수요일,3호선,불광,404,955,2586,3783,2327,1674,1662,1763,1846,1802,1992,2201,2516,3516,2389,1559,1328,1096,600,201
수요일,3호선,수서,265,1120,2956,4104,2479,2037,1626,1918,1747,1635,2171,2376,3148,3953,2308,1753,1354,1264,572,175
수요일,3호선,신사,176,853,2140,4898,5658,2980,2319,2277,2526,2678,2794,3220,4883,7173,4430,2641,2605,2141,1000,279
수요일,3호선,안국,150,1118,4102,5584,3939,2983,3225,3149,3220,3399,3797,4012,5868,6013,2658,1968,1714,994,369,78
수요일,3호선,압구정,202,1200,2562,6499,6159,3620,3177,2926,3174,3352,3668,4028,5536,7391,4698,3235,2427,1851,690,165
수요일,3호선,약수,283,636,1612,2818,1835,1205,1147,1211,1239,1261,1428,1587,2074,2881,1735,1256,1176,945,477,185
수요일,3호선,양재(서초구청),306,2121,5965,11358,6027,3070,2664,2646,2916,3013,3359,4195,7412,10689,5374,3576,3454,2477,973,215
수요일,3호선,연신내,1020,2327,5627,6893,4159,3022,2969,3169,3110,3042,3538,4070,4723,6508,5122,3185,2863,2477,1430,525
수요일,3호선,오금,170,460,1480,1851,844,501,431,475,472,450,544,652,963,1398,802,559,455,494,234,91
수요일,3호선,옥수,157,524,1250,1854,1267,857,842,861,885,927,1046,1154,1528,1963,1361,943,859,724,322,102
수요일,3호선,을지로3가,73,426,1643,3648,1670,980,920,874,972,1012,1072,1284,2432,3642,1543,1026,970,789,407,88
수요일,3호선,일원,158,810,2416,2078,1487,1328,1174,1204,1193,1235,1438,1681,2104,1628,1106,727,620,568,230,83
수요일,3호선,잠원,78,498,824,1136,681,480,456,494,520,470,577,692,878,917,598,399,403,372,159,62
수요일,3호선,종로3가,80,301,738,1959,1922,1638,1426,1372,1358,1419,1482,1655,2203,2906,1497,961,983,780,378,85
수요일,3호선,지축,161,710,1536,1690,894,610,534,600,634,583,744,883,1164,1572,1163,778,688,586,304,69
수요일,3호선,학여울,32,143,330,518,300,207,165,185,197,198,232,287,376,456,251,173,148,120,54,22
수요일,3호선,홍제,443,1186,3067,3825,2462,1778,1612,1720,1692,1712,1942,2202,2665,3472,2539,1614,1377,1172,647,188
수요일,4호선,길음,457,1618,4230,4913,2847,1996,1904,1910,1928,1942,2160,2685,3298,4468,3120,2019,1773,1746,908,283
수요일,4호선,남태령,29,111,310,371,182,132,117,133,113,119,144,181,282,238,125,92,74,51,29,9
수요일,4호선,노원,570,1585,3744,5084,3363,2473,2459,2762,2799,2816,3127,3674,4449,6052,4401,2974,2622,2384,1294,461
수요일,4호선,당고개,328,869,2124,1822,1152,867,840,851,839,822,877,1037,1158,1516,1227,810,730,620,400,174
수요일,4호선,동대문,296,683,1538,3032,2972,2890,2792,2755,2849,3082,3172,3410,4025,2980,1993,1450,1207,943,511,133
수요일,4호선,동대문역사문화공원(DDP),342,685,1501,3240,2136,1744,1703,1665,1768,1957,2134,2374,3319,4080,2710,2014,1767,1462,819,250
수요일,4호선,동작(현충원),23,149,236,367,252,223,244,257,228,226,276,279,374,402,227,190,143,92,48,29
수요일,4호선,명동,102,972,2365,5700,4614,3396,3554,3714,3825,4094,4697,5127,6029,7688,4639,3892,3426,2870,1229,207
수요일,4호선,미아(서울사이버대학),492,1048,2492,3621,2027,1472,1532,1456,1500,1547,1744,2128,2363,2943,2130,1336,1165,962,556,174
수요일,4호선,미아사거리,678,1709,4388,5148,3291,2377,2308,2442,2505,2544,3087,3552,3954,5390,4010,2712,2145,1782,978,277
수요일,4호선,사당,448,1680,3904,4745,3339,2276,2176,2248,2069,2059,2225,2732,3972,5554,3402,2379,2385,2188,1202,341
수요일,4호선,삼각지,39,281,818,1316,718,537,564,587,616,589,644,762,1201,1846,957,694,723,640,340,88
수요일,4호선,상계,591,1799,4312,3692,2210,1588,1528,1719,1621,1588,1757,2231,2597,3498,2909,1799,1612,1530,840,293
수요일,4호선,서울역,205,845,2152,4459,2767,1574,1566,1636,1632,1586,1771,2102,3344,4028,1962,1353,1238,969,458,130
수요일,4호선,성신여대입구(돈암),298,1018,2614,3906,2517,1890,2199,2145,2178,2345,2454,2885,3676,4526,3195,2356,2288,2072,1155,376
수요일,4호선,수유(강북구청),949,2127,5161,6919,4308,2907,2870,3026,3099,3069,3494,4174,5051,7041,5408,3489,3029,2737,1691,484
수요일,4호선,숙대입구(갈월),149,610,1709,3203,2019,1452,1332,1287,1400,1393,1519,2053,2711,3508,1934,1483,1440,1252,646,143
수요일,4호선,신용산,106,691,2107,4774,3407,1751,1660,1710,1860,1762,2060,2582,3981,5785,2780,1958,1781,1336,609,128
수요일,4호선,쌍문,981,2409,5621,6160,3621,2494,2271,2455,2366,2291,2696,3237,3886,5340,4639,2822,2401,2149,1302,450
수요일,4호선,이촌(국립중앙박물관),83,471,1030,1700,1220,1004,989,1145,1174,1161,1326,1520,1640,1906,1039,756,666,451,209,68
수요일,4호선,창동,805,2032,4416,4991,3238,2468,2486,2761,2853,2838,3202,3678,4168,5376,4011,2564,2245,1942,1073,364
수요일,4호선,총신대입구(이수),262,1067,2678,4112,2500,1861,1794,1945,2096,2078,2365,2688,3387,4684,2795,1957,1688,1445,718,205
수요일,4호선,충무로,244,1074,2914,8269,5093,3376,2937,2846,3043,2975,3171,3708,5693,8209,3878,2854,2785,2259,1317,361
수요일,4호선,한성대입구(삼선교),292,797,1884,2665,1898,1412,1411,1478,1509,1519,1631,2011,2368,2649,1824,1344,1236,1037,585,241
수요일,4호선,혜화,198,1120,2737,5814,4392,3703,3618,3945,4406,4560,5083,5244,6516,7861,4731,3181,4302,4120,1456,330
수요일,4호선,회현(남대문시장),81,943,2479,6490,4380,3634,3738,3508,3663,3918,4003,4239,5199,5942,2621,2192,1100,709,316,81
수요일,5호선,강동,465,1215,3388,4931,2467,1582,1436,1514,1666,1644,1780,2058,2943,4014,2422,1616,1449,1193,673,274
수요일,5호선,강일,143,495,1408,1363,723,534,452,518,464,465,578,654,864,1127,910,515,481,415,248,95
수요일,5호선,개롱,173,468,1280,1563,808,615,564,605,613,607,695,960,1085,1369,1034,605,501,500,236,84
수요일,5호선,개화산,175,516,1209,1588,734,504,506,561,524,500,548,689,971,1292,826,508,472,412,205,78
수요일,5호선,거여,273,802,2260,2528,1239,825,750,789,857,788,955,1229,1508,2173,1601,892,759,761,364,124
수요일,5호선,고덕,226,840,2011,1968,1259,1080,1042,1078,1199,1122,1341,1603,1764,1935,1430,805,784,766,298,118
수요일,5호선,공덕,101,505,2156,4740,2249,1123,1156,1123,1270,1120,1218,1582,2870,4589,1882,1329,1314,1056,490,107
수요일,5호선,광나루(장신대),247,886,2115,3000,1650,1230,1119,1160,1177,1157,1308,1554,1946,2640,1567,1032,1041,908,418,116
수요일,5호선,광화문(세종문화회관),93,1300,3897,12332,5759,2731,2824,2647,3125,2985,3113,3812,6620,10914,3982,2899,2930,1816,627,100
수요일,5호선,군자(능동),303,615,1715,3011,1538,929,870,947,1005,988,1069,1365,2029,3211,1888,1290,1218,1100,610,293
수요일,5호선,굽은다리(강동구민회관앞),304,660,1678,2136,1212,925,905,964,989,978,1000,1247,1377,2080,1417,923,792,722,338,127
수요일,5호선,길동,217,525,1214,1866,1094,826,825,904,907,907,990,1176,1336,1732,1148,728,606,501,282,114
수요일,5호선,김포공항,149,552,1436,1869,922,869,1023,1024,1144,1203,1258,1256,1564,1783,1063,754,632,542,230,38
수요일,5호선,까치산,984,2042,5286,6781,3495,2188,1989,2159,2139,2079,2488,2923,3653,5928,4269,2766,2523,2085,1207,401
수요일,5호선,답십리,404,1148,3057,4848,2204,1277,1156,1268,1338,1233,1451,1808,2594,3875,2116,1382,1222,1034,541,189
수요일,5호선,동대문역사문화공원(DDP),18,135,470,1394,580,272,234,209,230,250,258,341,670,1039,412,249,224,174,95,28
수요일,5호선,둔촌동,192,849,1456,1931,1108,794,743,803,854,853,979,1312,1581,2040,1227,683,701,540,279,87
수요일,5호선,마곡,294,1144,1802,3343,1881,960,863,882,962,957,1134,1618,2386,3008,1643,1012,882,714,329,114
수요일,5호선,마장,115,406,935,1428,805,583,548,631,597,583,628,730,875,1168,706,496,461,383,188,64
수요일,5호선,마천,296,683,2004,1772,859,580,511,570,592,510,694,797,922,1438,1031,574,547,488,271,108
수요일,5호선,마포,154,677,2005,4585,2288,1260,1244,1187,1276,1183,1302,1627,2687,4242,1859,1346,1339,1044,512,130
수요일,5호선,명일,257,683,1695,1809,1036,840,772,791,830,813,920,1180,1197,1982,1418,820,743,646,327,105
수요일,5호선,목동,372,1039,3122,3981,2072,1405,1260,1370,1476,1398,1596,2001,2707,4332,2656,1675,1599,1541,683,224
수요일,5호선,미사,341,1162,3466,3715,2138,1567,1434,1569,1521,1579,1772,2136,2736,3925,3258,1918,1684,1460,827,316
수요일,5호선,발산,224,992,2916,6370,3282,1918,1891,1977,2089,2159,2441,2862,4359,6001,3051,2108,1937,1558,755,184
수요일,5호선,방이,132,434,1129,1722,893,665,577,702,670,698,827,912,1326,1674,1063,707,731,670,276,70
수요일,5호선,방화,198,595,1387,1596,842,633,638,660,684,661,758,833,983,1261,962,591,509,470,262,110
수요일,5호선,상일동,435,1587,3654,3145,1643,1162,987,1194,1210,1092,1416,1512,2123,3112,2382,1313,1198,1006,554,287
수요일,5호선,서대문,159,919,3716,8405,2673,1560,1608,1517,1631,1588,1815,2246,3980,6154,1958,1459,1365,971,407,86
수요일,5호선,송정,184,463,1013,1307,801,590,571,630,593,596,636,778,923,1201,855,570,522,445,260,92
수요일,5호선,신금호,131,387,1155,1722,903,548,531,577,614,607,693,890,1033,1485,964,618,547,455,245,93
수요일,5호선,신길,107,266,922,1681,679,336,292,300,301,283,323,451,786,1401,671,507,519,463,260,80
수요일,5호선,신정(은행정),514,1065,2862,3599,1689,961,846,903,924,879,1001,1279,1683,2516,1674,1099,1009,920,500,159
수요일,5호선,아차산(어린이대공원후문),388,900,2247,3478,1839,1359,1299,1393,1422,1451,1731,1912,2208,3229,2009,1320,1165,1009,512,147
수요일,5호선,애오개,110,387,1164,2180,1002,591,541,565,620,595,676,707,1068,1748,834,538,487,411,206,88
수요일,5호선,양평,136,475,1433,2961,1109,524,455,506,515,476,549,720,1259,2312,996,643,566,481,258,79
수요일,5호선,여의나루,94,504,2066,3448,1460,934,934,1015,1192,1307,1546,1852,3198,3871,1943,1746,1349,937,369,78
수요일,5호선,여의도,214,1190,6686,10011,3913,1830,1995,1864,2264,2164,2398,3006,7234,8854,3405,2644,2223,1368,546,130
수요일,5호선,영등포구청,70,215,679,1732,698,358,355,370,396,371,416,483,785,1594,612,415,381,311,154,41
수요일,5호선,영등포시장,144,450,1617,3282,1494,927,908,1093,1213,1081,1132,1371,1948,3053,1462,951,866,730,386,91
수요일,5호선,오금,61,239,692,1200,480,310,282,316,300,314,399,458,662,957,411,277,224,200,116,43
수요일,5호선,오목교(목동운동장앞),245,938,3139,4772,2955,1917,1827,1926,2035,2049,2260,2773,3728,5445,3056,2316,1904,1722,692,180
수요일,5호선,올림픽공원(한국체대),89,371,775,1019,590,497,455,497,494,475,570,654,749,843,526,362,331,259,148,42
수요일,5호선,왕십리(성동구청),103,196,503,1113,565,428,438,471,512,548,562,678,848,1273,692,485,494,419,198,98
수요일,5호선,우장산,307,1101,2841,3278,1726,1348,1303,1440,1442,1420,1703,1936,2185,2981,2116,1322,1122,1113,559,160
수요일,5호선,을지로4가,39,275,863,2003,924,601,632,591,622,637,663,762,1353,1864,720,483,417,291,140,34
수요일,5호선,장한평,352,1294,3337,6086,2801,1655,1516,1543,1555,1478,1707,2200,3346,5374,2809,1642,1459,1240,684,219
수요일,5호선,종로3가,58,318,722,2072,1642,1427,1615,1726,1813,1835,1989,2217,2767,3636,1959,1557,1661,1357,721,159
수요일,5호선,천호(풍납토성),338,1058,2040,3211,2252,1706,1820,2016,2139,2149,2448,2804,3396,4219,2788,2004,1583,1269,665,209
수요일,5호선,청구,78,174,443,1032,568,341,299,328,350,343,384,479,613,975,566,379,311,288,155,42
수요일,5호선,충정로(경기대입구),44,190,889,1809,713,301,338,319,364,376,375,463,983,1534,559,382,359,259,131,40
수요일,5호선,하남검단산,164,502,1219,1224,760,646,588,694,669,621,841,812,966,1122,899,611,546,433,255,100
수요일,5호선,하남시청(덕풍·신장),219,682,1492,1640,941,802,759,797,842,770,1022,1140,1122,1526,1152,700,647,564,298,139
수요일,5호선,하남풍산,88,300,687,1112,667,449,422,395,439,450,503,605,702,981,592,352,322,278,144,58
수요일,5호선,행당,178,552,1485,2168,1070,673,628,655,660,683,785,859,1084,1640,1048,695,628,539,270,92
수요일,5호선,화곡,946,2046,5280,7209,3594,2190,2057,2182,2184,2122,2432,3021,3846,6459,4283,2631,2379,1983,1167,353
수요일,6호선,고려대(종암),173,465,1353,2263,1144,852,731,734,911,811,832,1225,1495,1829,1122,766,811,674,409,139
수요일,6호선,공덕,272,767,2557,5483,2831,1518,1453,1505,1553,1542,1717,2138,3546,5166,2416,1758,1683,1333,715,202
수요일,6호선,광흥창(서강),161,511,1470,2508,1443,947,868,932,864,838,941,1034,1474,2175,1228,780,730,607,296,97
수요일,6호선,구산,241,572,1527,1861,998,650,662,688,666,626,811,917,984,1265,1050,569,507,463,236,83
수요일,6호선,녹사평(용산구청),59,244,555,1035,569,409,399,453,506,475,588,696,920,1196,732,547,561,460,223,62
수요일,6호선,대흥(서강대앞),128,413,1299,2381,1366,1065,863,928,1235,918,1009,1294,1670,2168,1180,826,821,764,355,107
수요일,6호선,독바위,100,234,667,657,344,252,217,253,234,228,281,312,377,586,464,278,228,214,131,46
수요일,6호선,돌곶이,326,817,1947,2491,1259,863,775,915,881,814,964,1139,1467,1988,1519,852,753,704,390,134
수요일,6호선,동묘앞,238,360,736,1465,1110,894,983,1021,1037,1091,1129,1234,1367,1494,971,680,608,556,402,117
수요일,6호선,디지털미디어시티,364,1124,3449,5193,2462,1103,978,1005,985,961,1113,1617,2662,3961,2264,1301,1153,1057,538,211
수요일,6호선,마포구청,290,835,2307,3788,2067,1249,1165,1252,1296,1165,1374,1525,2067,3177,1940,1273,1142,1070,578,172
수요일,6호선,망원,243,574,1484,2808,2163,1452,1526,1712,1849,1747,1960,2122,2554,3353,2283,1506,1377,1116,636,168
수요일,6호선,버티고개,42,121,324,515,319,214,180,193,198,200,244,260,344,517,310,210,186,164,92,30
수요일,6호선,보문,186,489,1324,2169,1083,645,601,632,664,622,730,873,1150,1679,1024,716,674,634,395,141
수요일,6호선,봉화산(서울의료원),244,762,2241,2175,1066,749,676,743,730,678,796,969,1290,1693,1371,805,663,656,344,141
수요일,6호선,불광,79,252,638,889,565,437,493,514,556,566,655,683,772,1014,660,446,353,290,158,60
수요일,6호선,삼각지,81,362,972,1766,872,595,596,646,692,643,752,907,1342,1755,858,652,641,581,322,82
수요일,6호선,상수,169,335,664,1487,1622,957,857,1002,1128,1069,1098,1377,1736,2300,1538,1166,1155,1110,748,228
수요일,6호선,상월곡(한국과학기술연구원),223,444,1136,1708,910,704,601,582,625,589,633,763,889,1150,877,502,465,423,268,98
수요일,6호선,새절(신사),446,1018,2543,3106,1630,1045,986,1061,1089,993,1247,1438,1754,2479,1878,1120,972,848,505,184
수요일,6호선,석계,436,972,2380,2803,1514,1084,1033,1109,1126,1093,1236,1541,1841,2677,2052,1211,1079,985,589,193
수요일,6호선,신당,322,501,873,1951,1233,806,761,804,818,791,851,1083,1364,1815,1457,958,882,996,603,174
수요일,6호선,안암(고대병원앞),123,393,1088,2441,1904,2003,1498,1398,1668,1646,1542,2015,2542,2338,1421,1117,1139,1121,721,227
